Event_id,realm,Chinese,English,Mood,,,,,,,,,,
fanren2_055,凡人,听说修仙第一步是看淡名利，我先看淡了起床这件事。,Heard the first step of cultivation is letting go of fame and wealth. I let go of getting up first.,sleepy,,,,,,,,,,
wuzhe2_001,武者,今天扎马步扎到腿抖，但坚持了五分钟。,Held the horse stance until my legs shook today. Lasted five whole minutes.,normal,,,,,,,,,,
wuzhe2_002,武者,同门今天炫耀他的拳法，我默默把袖子拉低了一点。,A fellow disciple showed off his fist technique today. Quietly pulled my sleeve lower.,confused,,,,,,,,,,
wuzhe2_003,武者,今天练拳打偏了，差点打到自己的鼻子。,"Missed my target while practicing today, nearly hit my own nose.",confused,,,,,,,,,,
wuzhe2_004,武者,练功房今天人很多，感觉大家都比我厉害。,The training hall was crowded today. Felt like everyone was stronger than me.,confused,,,,,,,,,,
wuzhe2_005,武者,今天的体术训练让我浑身酸痛，但莫名有点爽。,"Today's body training left me sore all over, but oddly satisfying.",normal,,,,,,,,,,
wuzhe2_006,武者,听说隔壁峰的师兄已经武者中期了，我才刚摸到门道。,Heard the senior from the next peak is already mid Martial. I'm just getting started.,confused,,,,,,,,,,
wuzhe2_007,武者,今天打沙袋时想象沙袋是昨天偷吃我灵石的人。,Imagined the punching bag was the guy who stole my spirit stones yesterday.,happy,,,,,,,,,,
wuzhe2_008,武者,练功练到一半肌肉抽筋，疼得我直接坐地上。,My muscles cramped halfway through training today. Sat right down from the pain.,confused,,,,,,,,,,
wuzhe2_009,武者,今天悟出一招新拳法，结果忘了怎么收尾。,"Figured out a new fist technique today, then forgot how to finish the move.",confused,,,,,,,,,,
wuzhe2_010,武者,同门说我进步神速，我怀疑他在安慰我。,A fellow disciple said I'm improving fast. Suspect he was just being nice.,happy,,,,,,,,,,
wuzhe2_011,武者,今天练剑差点把自己的手指削掉，吓出一身冷汗。,Nearly sliced my own finger off practicing swordplay today. Broke into a cold sweat.,confused,,,,,,,,,,
wuzhe2_012,武者,体力训练后躺在地上看天，感觉天比我累。,"Lay on the ground after physical training today, staring at the sky. Felt like the sky was more tired than me.",sleepy,,,,,,,,,,
wuzhe2_013,武者,今天和同门切磋，三招就被打倒，但学到了三招。,"Sparred with a fellow disciple today. Lost in three moves, but learned three moves.",confused,,,,,,,,,,
wuzhe2_014,武者,听说要练成铁布衫得挨打三年，我决定先挨一天看看。,Heard mastering the Iron Shirt takes three years of beatings. Decided to try one day first.,confused,,,,,,,,,,
wuzhe2_015,武者,今天扛着石头爬山练体力，扛到一半想扔了石头自己跑。,Carried a rock up the mountain for endurance training today. Wanted to drop it and run halfway up.,confused,,,,,,,,,,
wuzhe2_016,武者,练拳房的镜子今天被我打裂了一道缝，师兄说这也算进步。,Cracked the training hall mirror with a punch today. A senior said that counts as progress.,happy,,,,,,,,,,
wuzhe2_017,武者,今天练气血运转，结果打了个嗝，气血没运转，嗝先出来了。,Tried circulating blood and qi today. A burp came out before the qi did.,confused,,,,,,,,,,
wuzhe2_018,武者,听说武者要经历筋骨重塑，我现在只感觉到骨头疼。,Heard Martial Artists undergo bone restructuring. Right now I just feel my bones aching.,confused,,,,,,,,,,
wuzhe2_019,武者,今天和师兄比拼力气，输了，但至少没把手举不起来。,"Had a strength contest with a senior today. Lost, but at least I can still lift my arms.",happy,,,,,,,,,,
wuzhe2_020,武者,练功间隙看同门吃饭，比看他们练功还认真。,Watched fellow disciples eat during a break today. Watched more intently than I watch them train.,normal,,,,,,,,,,
wuzhe2_021,武者,今天悟出：武道之路，三分靠练，七分靠装。,"Realized today: the martial path is thirty percent training, seventy percent looking the part.",happy,,,,,,,,,,
wuzhe2_022,武者,练拳打到出汗，汗滴进眼睛里，疼得我中断了训练。,"Sweated through training today. Sweat got in my eyes, had to stop.",confused,,,,,,,,,,
wuzhe2_023,武者,今天打坐运气，感觉气血在体内绕了三圈又回去睡觉了。,Meditated on qi circulation today. Felt the qi loop three times then go back to sleep.,sleepy,,,,,,,,,,
wuzhe2_024,武者,听说武道高手能一拳碎石，我现在的拳头只能碎自信。,Heard master Martial Artists can shatter stone with one punch. Mine can only shatter my confidence.,confused,,,,,,,,,,
wuzhe2_025,武者,今天练体术悟出一个道理：摔得多了就不疼了，是骗人的。,Realized something during body training today: the saying that enough falls stop hurting is a lie.,confused,,,,,,,,,,
wuzhe2_026,武者,同门今天打趣我练拳像跳舞，我假装没听见。,A fellow disciple joked my fist technique looks like dancing today. Pretended not to hear.,confused,,,,,,,,,,
wuzhe2_027,武者,今天的力量训练让手臂抬不起来，连吃饭都得用意念。,Today's strength training left my arms unable to lift. Had to eat with sheer willpower.,confused,,,,,,,,,,
wuzhe2_028,武者,练功房今天换了新的木桩，我打了一拳，木桩没事，我手疼。,"New training dummy in the hall today. Punched it once. Dummy's fine, my hand hurts.",confused,,,,,,,,,,
wuzhe2_029,武者,听说真气贯通全身需要悟性，我决定先贯通晚饭。,Heard circulating true qi requires insight. Decided to circulate dinner first.,happy,,,,,,,,,,
wuzhe2_030,武者,今天练完拳，感觉自己离武林高手又近了一毫米。,Finished training today. Felt one millimeter closer to becoming a martial master.,normal,,,,,,,,,,
wuzhe2_031,武者,练气血时打了个寒颤，气血没循环，鸡皮疙瘩先起来了。,Shivered while circulating qi and blood today. Goosebumps arrived before the circulation did.,confused,,,,,,,,,,
wuzhe2_032,武者,今天悟出新招，转头就忘了怎么用，只记得很帅。,"Came up with a new move today. Forgot how to use it immediately, only remember it looked cool.",confused,,,,,,,,,,
wuzhe2_033,武者,体能训练后腿软到连走路都得扶墙。,My legs were so weak after endurance training I had to lean on the wall to walk.,confused,,,,,,,,,,
wuzhe2_034,武者,同门今天说我气势变强了，我以为他在说我饭量。,A fellow disciple said my presence feels stronger today. Thought he meant my appetite.,happy,,,,,,,,,,
wuzhe2_035,武者,今天练拳时被自己的影子吓了一下，瞬间觉得有点丢脸。,Got startled by my own shadow while training today. Felt a bit embarrassed.,confused,,,,,,,,,,
wuzhe2_036,武者,听说武道讲究意随心动，我现在意随饭动。,Heard the martial path follows the heart's intent. Mine follows my stomach's intent.,happy,,,,,,,,,,
wuzhe2_037,武者,今天扎马步的时候蚊子咬了我一口，纠结要不要破功去打它。,A mosquito bit me during horse stance training today. Debated whether breaking form to swat it was worth it.,confused,,,,,,,,,,
wuzhe2_038,武者,练功练到出神，回过神来发现已经过去半个时辰想着晚饭。,Zoned out during training today. Snapped back to realize half an hour passed thinking about dinner.,confused,,,,,,,,,,
wuzhe2_039,武者,今天悟出真气如水，结果一不小心呛了口水。,Realized true qi flows like water today. Promptly choked on actual water.,confused,,,,,,,,,,
wuzhe2_040,武者,听说武者要懂得借力打力，我只懂得借口不练。,Heard Martial Artists must master using force against force. I've only mastered using excuses against training.,happy,,,,,,,,,,
wuzhe2_041,武者,今天练拳手感不错，可能是因为偷懒休息了一天。,My form felt good during training today. Possibly because I slacked off and rested yesterday.,happy,,,,,,,,,,
wuzhe2_042,武者,体术训练让我学会了一招：闭眼硬挨。,Body training taught me one move today: close your eyes and take the hit.,confused,,,,,,,,,,
wuzhe2_043,武者,今天和同门一起练功，比谁先喊累，我赢了。,"Trained with fellow disciples today, competing to see who'd complain of exhaustion first. I won.",happy,,,,,,,,,,
wuzhe2_044,武者,听说武道极致是人剑合一，我现在是人床合一。,Heard the pinnacle of the martial path is becoming one with the sword. I've become one with my bed.,sleepy,,,,,,,,,,
wuzhe2_045,武者,今天打沙袋打出了感觉，沙袋打出了破洞。,Found my rhythm punching the bag today. The bag found a hole.,happy,,,,,,,,,,
wuzhe2_046,武者,练气血时分心想了想晚饭，气血没乱，思绪先乱了。,Got distracted thinking about dinner during qi circulation. My thoughts scattered before my qi did.,confused,,,,,,,,,,
wuzhe2_047,武者,今天悟出一句话：练武不练嘴，结果嘴上功夫最强。,"Realized today: train the body, not the mouth. Yet my mouth is the strongest part of me.",happy,,,,,,,,,,
wuzhe2_048,武者,体能训练结束后，连举筷子都觉得是种修炼。,"After endurance training today, even lifting chopsticks felt like a workout.",confused,,,,,,,,,,
wuzhe2_049,武者,听说武者后期能日行千里，我现在日行还没到千步。,Heard late-stage Martial Artists can travel a thousand miles a day. I haven't hit a thousand steps yet.,confused,,,,,,,,,,
wuzhe2_050,武者,今天练拳练到忘了时间，肚子提醒我该吃饭了。,Lost track of time training today. My stomach reminded me it's dinner time.,normal,,,,,,,,,,
xiantian2_001,先天,今天打坐时感觉天地灵气格外亲近，可能只是风向变了。,The qi of heaven and earth felt unusually close today. Might just be the wind direction.,meditate,,,,,,,,,,
xiantian2_002,先天,听说先天期能感应到他人灵根，我感应到的只有饭香。,Heard Innate cultivators can sense others' spiritual roots. All I sense is the smell of food.,happy,,,,,,,,,,
xiantian2_003,先天,今天悟道时差点睡着，灵气和我一起打了个哈欠。,Nearly fell asleep meditating on the Dao today. The qi yawned right along with me.,sleepy,,,,,,,,,,
xiantian2_004,先天,同辈修士说我灵根觉醒后气质都变了，我觉得只是换了件衣服。,A fellow cultivator said I seem different since my root awakened. I think I just changed clothes.,happy,,,,,,,,,,
xiantian2_005,先天,今天感受天地法则，结果感受到的是肚子在叫。,Tried sensing the laws of heaven and earth today. Mostly sensed my stomach growling.,confused,,,,,,,,,,
xiantian2_006,先天,听说先天大成能预知天机，我现在只能预知晚饭吃什么。,Heard late Innate cultivators can foresee heaven's secrets. I can only foresee dinner.,happy,,,,,,,,,,
xiantian2_007,先天,今天打坐时灵气波动了一下，可能是隔壁在炼丹。,Qi fluctuated slightly during meditation today. Probably just alchemy next door.,confused,,,,,,,,,,
xiantian2_008,先天,悟道悟到一半，想起忘记关灵阵的开关，赶紧去关。,"Halfway through meditating on the Dao today, remembered I left the array switch on. Rushed to turn it off.",confused,,,,,,,,,,
xiantian2_009,先天,今天感觉自己离天地更近了一步，但离晚饭还差几步。,Felt one step closer to heaven and earth today. Still a few steps from dinner though.,normal,,,,,,,,,,
xiantian2_010,先天,听说先天期修士能听懂鸟语，我只听懂它们吵得很烦。,Heard Innate cultivators can understand birdsong. All I understand is that it's noisy.,confused,,,,,,,,,,
xiantian2_011,先天,今天悟出天地至理：万物有灵，但灵石没有。,"Realized a cosmic truth today: all things have spirit, except spirit stones apparently don't have feelings.",happy,,,,,,,,,,
xiantian2_012,先天,打坐时感觉灵气在体内流转，流转到一半去吃饭了。,Felt qi circulating within me during meditation today. It stopped midway to go eat.,confused,,,,,,,,,,
xiantian2_013,先天,今天试图感悟天命，结果感悟出今天该洗衣服了。,Tried to sense my heavenly destiny today. Ended up realizing it's laundry day.,confused,,,,,,,,,,
xiantian2_014,先天,听说灵根觉醒后能引动天地异象，我引动了隔壁狗叫。,Heard awakening a root can trigger heavenly omens. Mine triggered the neighbor's dog barking.,confused,,,,,,,,,,
xiantian2_015,先天,今天悟道时灵气突然浓郁了一下，转头发现是炼丹炉飘过来的烟。,Qi suddenly thickened during meditation today. Turned out to be smoke drifting from an alchemy furnace.,confused,,,,,,,,,,
xiantian2_016,先天,同辈修士问我灵根是什么，我说大概是不想上班根。,A fellow cultivator asked about my spiritual root today. Told them it's probably the don't-want-to-work root.,happy,,,,,,,,,,
xiantian2_017,先天,今天感悟天地无情，但晚饭的汤还挺有情的。,Contemplated the mercilessness of heaven and earth today. The soup at dinner was quite merciful though.,meditate,,,,,,,,,,
xiantian2_018,先天,打坐到一半，灵气似乎在跟我打招呼，可能是错觉。,"Halfway through meditation today, the qi seemed to greet me. Probably an illusion.",confused,,,,,,,,,,
xiantian2_019,先天,今天悟出一句话：天道酬勤，但偶尔也酬懒。,"Realized today: heaven rewards diligence, but occasionally rewards laziness too.",happy,,,,,,,,,,
xiantian2_020,先天,听说先天期能看穿因果，我只看穿了今天又没吃早饭。,Heard Innate cultivators can see through cause and effect. I only saw through skipping breakfast again.,confused,,,,,,,,,,
xiantian2_021,先天,今天悟道时感觉灵根在轻轻震动，可能是地震，也可能不是。,Felt my root tremble slightly during meditation today. Might've been an earthquake. Might not.,confused,,,,,,,,,,
xiantian2_022,先天,打坐悟道悟出灵感，转头就忘了是什么灵感。,Had a flash of insight while meditating today. Forgot what it was the moment I turned my head.,confused,,,,,,,,,,
xiantian2_023,先天,今天感觉自己快要突破了，结果只是打了个哈欠。,Felt like I was about to break through today. Turned out to just be a yawn.,sleepy,,,,,,,,,,
xiantian2_024,先天,听说灵根越纯越受天地眷顾，我的灵根目测一般纯。,"Heard purer roots are favored by heaven and earth. Mine looks averagely pure, at best.",confused,,,,,,,,,,
xiantian2_025,先天,今天悟道有所小成，悟出了打坐姿势可以更舒服一点。,Made a small breakthrough in understanding today: meditation posture can be more comfortable.,happy,,,,,,,,,,
xiantian2_026,先天,感悟天地的时候听到远处传来鸡鸣，瞬间出戏了。,Heard a rooster crow in the distance while contemplating the cosmos today. Completely broke my focus.,confused,,,,,,,,,,
xiantian2_027,先天,今天天地灵气似乎对我格外友好，可能只是心情好。,The qi of heaven and earth seemed unusually friendly today. Might just be my own good mood.,happy,,,,,,,,,,
xiantian2_028,先天,听说先天修士寿命能多活几百年，我现在多活一天都很满足。,Heard Innate cultivators can live centuries longer. I'm satisfied just making it through one more day.,normal,,,,,,,,,,
xiantian2_029,先天,今天悟道时差点突破，结果是隔壁打雷吓了一跳。,Almost broke through during meditation today. Turned out to just be startled by thunder next door.,confused,,,,,,,,,,
xiantian2_030,先天,打坐悟天机，悟出的天机是今天可能要下雨。,Meditated on heaven's secrets today. The secret turned out to be that it might rain.,meditate,,,,,,,,,,
xiantian2_031,先天,今天感悟万物归一，结果归一到了想睡觉这件事上。,Contemplated the unity of all things today. It all unified into wanting a nap.,sleepy,,,,,,,,,,
xiantian2_032,先天,听说先天大成能御空飞行，我现在连扎马步都站不稳。,Heard late Innate cultivators can fly. I can't even hold a steady horse stance.,confused,,,,,,,,,,
xiantian2_033,先天,今天悟道悟出灵气其实和空气差不多，可能悟错了。,Realized today that qi is basically just air. Might've gotten that wrong.,confused,,,,,,,,,,
xiantian2_034,先天,打坐时灵根突然有反应，转头一看是被蚊子咬了。,My root suddenly reacted during meditation today. Turned out to be a mosquito bite.,confused,,,,,,,,,,
xiantian2_035,先天,今天感悟天地浩瀚，自己显得格外渺小，还有点饿。,Contemplated the vastness of heaven and earth today. Felt incredibly small. Also a bit hungry.,normal,,,,,,,,,,
xiantian2_036,先天,听说灵根有等级之分，我猜我的大概是普通档。,Heard spiritual roots have tiers. Guessing mine's somewhere in the ordinary range.,confused,,,,,,,,,,
xiantian2_037,先天,今天悟道时灵气突然安静下来，可能它也累了。,Qi suddenly went quiet during meditation today. Maybe it got tired too.,normal,,,,,,,,,,
xiantian2_038,先天,打坐悟出一个道理：境界越高，责任越大，午饭也越多。,"Realized something today: the higher the realm, the greater the responsibility, also more lunch.",happy,,,,,,,,,,
xiantian2_039,先天,今天感悟生死轮回，悟到一半被自己的呼噜声打断了。,"Contemplated life, death and rebirth today. Got interrupted halfway by my own snoring.",sleepy,,,,,,,,,,
xiantian2_040,先天,听说先天期要经历心境淬炼，我心境目前只淬炼出了耐心等饭。,Heard Innate cultivators must temper their hearts. Mine's only tempered enough to patiently wait for food.,confused,,,,,,,,,,
xiantian2_041,先天,今天悟道悟出灵气浓度和天气有关，下雨天似乎更浓。,Realized today that qi density relates to weather. Rainy days seem to bring thicker qi.,meditate,,,,,,,,,,
xiantian2_042,先天,打坐时感觉自己快要悟出大道，结果是想起忘记关窗户了。,Felt close to grasping the great Dao during meditation today. Turned out I just remembered the window was open.,confused,,,,,,,,,,
xiantian2_043,先天,今天悟出：天地虽大，但晚饭的份量从不嫌少。,"Realized today: heaven and earth may be vast, but dinner portions are never too much.",happy,,,,,,,,,,
xiantian2_044,先天,听说灵根觉醒后能感知远方，我感知到的是隔壁炒菜的香气。,Heard root awakening lets you sense things far away. All I sense is the neighbor's cooking.,confused,,,,,,,,,,
xiantian2_045,先天,今天悟道有所收获，收获是终于想起灵根叫什么名字了。,Made progress meditating today. The progress was finally remembering my root's name.,happy,,,,,,,,,,
lianqi_001,炼气,今天炼气有所小成，但具体成了什么，我也说不清楚。,Made some progress refining qi today. Couldn't quite explain what kind of progress.,normal,,,,,,,,,,
lianqi_002,炼气,听说炼气期要炼化体内浊气，我先炼化了一下昨晚的夜宵。,Heard Qi Refining requires purging impurities from the body. I purged last night's snack first.,happy,,,,,,,,,,
lianqi_003,炼气,今天打坐炼气，炼到一半发现自己其实在发呆。,"Cultivated qi today, halfway through realized I was actually just zoning out.",confused,,,,,,,,,,
lianqi_004,炼气,炼气期修士据说能凝聚真元，我凝聚出来的更像是哈欠。,Heard Qi Refining cultivators can condense true essence. What I condensed looked more like a yawn.,sleepy,,,,,,,,,,
lianqi_005,炼气,今天感觉体内真气运转格外顺畅，可能只是早饭消化得好。,True qi circulation felt unusually smooth today. Might just be good digestion.,normal,,,,,,,,,,
lianqi_006,炼气,听说炼气大成能开辟识海，我现在识海里只有今天吃什么的念头。,Heard advanced Qi Refining opens the sea of consciousness. Mine's currently just full of what to eat thoughts.,happy,,,,,,,,,,
lianqi_007,炼气,今天炼气时灵气突然变得很活跃，可能是风把炼丹炉的味儿吹过来了。,Qi suddenly became very active during cultivation today. Might just be furnace smoke drifting over.,confused,,,,,,,,,,
lianqi_008,炼气,炼气期讲究气息绵长，我的气息目前只够撑到睡着。,"Qi Refining values long, steady breath. Mine currently only lasts until I fall asleep.",sleepy,,,,,,,,,,
lianqi_009,炼气,今天炼气炼出了点感觉，但马上又被肚子叫的声音打断了。,Found a rhythm cultivating qi today. Immediately interrupted by my own stomach growling.,confused,,,,,,,,,,
lianqi_010,炼气,听说炼气期是修仙路上的分水岭，我现在还在岭边上犹豫。,Heard Qi Refining is a turning point on the cultivation path. I'm still hesitating at the edge of it.,confused,,,,,,,,,,
lianqi_011,炼气,今天悟出炼气之道：气要顺，心要静，午饭要按时。,"Realized the way of qi refining today: smooth breath, calm heart, and timely lunch.",happy,,,,,,,,,,
lianqi_012,炼气,打坐炼气时差点睡过去，幸好被自己的口水惊醒了。,Nearly dozed off cultivating qi today. Thankfully woke myself up with my own drool.,sleepy,,,,,,,,,,
lianqi_013,炼气,今天炼气感觉灵气浓度比平时高，可能只是心理作用。,Qi density felt higher than usual during cultivation today. Might just be wishful thinking.,normal,,,,,,,,,,
lianqi_014,炼气,听说炼气期修士能御使法器，我现在只能御使筷子。,Heard Qi Refining cultivators can wield magical artifacts. I can currently only wield chopsticks.,happy,,,,,,,,,,
lianqi_015,炼气,今天炼气炼到一半，突然悟出一个道理：饿了就该吃饭。,"Halfway through cultivation today, realized something profound: when hungry, you should eat.",happy,,,,,,,,,,
lianqi_016,炼气,炼气期需要心如止水，我的心目前止得有点过头，止成了一片空白。,"Qi Refining requires a still heart. Mine's a bit too still right now, completely blank.",confused,,,,,,,,,,
lianqi_017,炼气,今天感觉真气在体内绕了一圈，绕得我有点晕。,Felt the qi loop through my body today. Got a little dizzy from it.,confused,,,,,,,,,,
lianqi_018,炼气,听说炼气大成的标志是能听到自己心跳，我现在只听到肚子叫。,Heard the sign of advanced Qi Refining is hearing your own heartbeat. I only hear my stomach.,confused,,,,,,,,,,
lianqi_019,炼气,今天炼气有了点门道，门道是：偷懒一会儿效果反而更好。,Found a knack for cultivation today. The knack is: a bit of slacking actually helps.,happy,,,,,,,,,,
lianqi_020,炼气,打坐时感觉灵气格外配合，可能它今天也想偷懒。,Qi felt unusually cooperative during meditation today. Maybe it wanted to slack off too.,happy,,,,,,,,,,
lianqi_021,炼气,今天炼气炼出一个领悟：境界越高，越容易饿。,"Had an epiphany cultivating today: the higher the realm, the hungrier you get.",happy,,,,,,,,,,
lianqi_022,炼气,听说炼气期要学会引气归元，我学会的是引饭入口。,Heard Qi Refining teaches guiding qi back to its source. I learned guiding food to my mouth.,happy,,,,,,,,,,
lianqi_023,炼气,今天打坐悟道，悟出今天天气不错，适合多睡一会儿。,"Meditated on the Dao today. Realized the weather's nice, perfect for a longer nap.",sleepy,,,,,,,,,,
lianqi_024,炼气,炼气炼到一半灵气突然乱了，转头发现是隔壁同门打嗝。,Qi suddenly went erratic halfway through cultivation today. Turned out a fellow disciple next door burped.,confused,,,,,,,,,,
lianqi_025,炼气,今天感觉自己离炼气大成又近了一步，也可能只是错觉。,Felt one step closer to advanced Qi Refining today. Might just be an illusion.,normal,,,,,,,,,,
lianqi_026,炼气,听说炼气期的修士能感知周身十丈，我感知到的是十丈外的包子铺。,Heard Qi Refining cultivators can sense ten paces around them. I sensed a bun shop ten paces away.,happy,,,,,,,,,,
lianqi_027,炼气,今天炼气炼出了点真气，真气没保住，倒是打了个喷嚏。,"Condensed a bit of true qi today. Didn't manage to hold onto it, but did sneeze.",confused,,,,,,,,,,
lianqi_028,炼气,炼气大成据说能日夜不休修炼，我现在还离不开午睡。,Heard advanced Qi Refining lets you cultivate day and night without rest. I still can't skip my nap.,sleepy,,,,,,,,,,
lianqi_029,炼气,今天打坐时灵气波动剧烈，可能只是窗户没关好进风了。,Qi fluctuated wildly during meditation today. Might just be a draft from an open window.,confused,,,,,,,,,,
lianqi_030,炼气,听说炼气修士能辟谷数日，我连一顿饭都舍不得跳过。,Heard Qi Refining cultivators can go without food for days. I can't even skip one meal.,happy,,,,,,,,,,
lianqi_031,炼气,今天悟出炼气真谛：气要稳，神要定，饭要够。,"Realized the true essence of qi refining today: steady breath, calm spirit, enough food.",happy,,,,,,,,,,
lianqi_032,炼气,炼气炼到出神，回过神来已经过了一个时辰，啥也没炼成。,"Zoned out cultivating today. Snapped back an hour later, nothing accomplished.",confused,,,,,,,,,,
lianqi_033,炼气,今天感觉灵气格外听话，可能因为我也格外乖。,Qi felt unusually obedient today. Maybe because I was unusually well-behaved too.,happy,,,,,,,,,,
lianqi_034,炼气,听说炼气大成的修士能控物于百步之外，我现在只能控制自己不打瞌睡。,Heard advanced cultivators can control objects from a hundred paces. I can only control myself from dozing off.,sleepy,,,,,,,,,,
lianqi_035,炼气,今天炼气有所感悟，感悟是：修炼和摸鱼其实没那么矛盾。,Had an insight cultivating today: training and slacking aren't actually that contradictory.,happy,,,,,,,,,,
lianqi_036,炼气,打坐炼气时听见远处传来打雷声，瞬间出了神。,Heard distant thunder while meditating today. Snapped completely out of focus.,confused,,,,,,,,,,
lianqi_037,炼气,今天炼气炼出了一点心得，心得是：饿着肚子炼气，效果减半。,Gained a small insight cultivating today: cultivating on an empty stomach cuts effectiveness in half.,confused,,,,,,,,,,
lianqi_038,炼气,听说炼气期要经历七次小关，我现在还在纠结第一次怎么过。,Heard Qi Refining involves seven minor trials. I'm still stuck figuring out the first one.,confused,,,,,,,,,,
lianqi_039,炼气,今天悟出：炼气炼的不只是气，还有耐心。,"Realized today: refining qi isn't just about the qi, it's also about patience.",meditate,,,,,,,,,,
lianqi_040,炼气,炼气炼到一半，突然很想念凡人期那种什么都不用想的日子。,"Halfway through cultivation today, suddenly missed the carefree days of being a mortal.",normal,,,,,,,,,,
lianqi_041,炼气,今天感觉真气格外充盈，可能是中午多吃了一碗饭。,True qi felt unusually abundant today. Might just be the extra bowl of rice at lunch.,happy,,,,,,,,,,
lianqi_042,炼气,听说炼气大成是迈入更高境界的门槛，我现在还在门口徘徊。,Heard advanced Qi Refining is the threshold to higher realms. I'm still loitering at the doorway.,confused,,,,,,,,,,
lianqi_043,炼气,今天打坐悟出一句话：路还长，但饭得先吃。,"Meditated on a line today: the road is long, but the meal comes first.",happy,,,,,,,,,,
lianqi_044,炼气,炼气炼到一半，灵气突然安静下来，可能它也在等我做决定。,Qi suddenly went quiet halfway through cultivation today. Maybe it's waiting on me to decide something too.,normal,,,,,,,,,,
lianqi_045,炼气,今天感觉自己悟性大开，结果只是想起了一句顺口溜。,Felt a surge of comprehension today. Turned out to just be remembering a rhyme.,happy,,,,,,,,,,
lianqi_046,炼气,听说炼气期的瓶颈最难突破，我现在卡住的瓶颈是起床。,Heard the Qi Refining bottleneck is the hardest to break through. My current bottleneck is getting out of bed.,sleepy,,,,,,,,,,
lianqi_047,炼气,今天炼气有进展，进展是终于把昨天没炼完的那部分炼完了。,Made progress cultivating today. The progress was finishing what I didn't finish yesterday.,happy,,,,,,,,,,
lianqi_048,炼气,打坐时灵气绕着我转了一圈，可能只是风。,Qi circled around me once during meditation today. Might just be the wind.,normal,,,,,,,,,,
lianqi_049,炼气,今天悟出炼气的最高境界：炼到自己都忘了在炼气。,Realized the highest state of qi refining today: refining so deeply you forget you're refining at all.,meditate,,,,,,,,,,
lianqi_050,炼气,炼气炼到天色渐暗，肚子提醒我修炼该让位给晚饭了。,Cultivated until the sky darkened today. My stomach reminded me dinner takes priority now.,normal,,,,,,,,,,
furnace_shy_01,,看着丹炉，下意识往后退了半步。,Eyes the furnace and instinctively takes half a step back.,confused,furnace_shy,,,,,,,,,
furnace_shy_02,,摸了摸眉毛，还没长全。,Touches his eyebrows. Still not fully grown back.,confused,furnace_shy,,,,,,,,,
furnace_shy_03,,炼丹？算了吧，他怕。,Alchemy? No thanks. He's scared now.,confused,furnace_shy,,,,,,,,,
alchemy_talent_01,,看着丹炉，手有点痒。,"Looks at the furnace, fingers itching to try again.",happy,alchemy_talent,,,,,,,,,
scarred_01,,摸了摸身上的伤疤，若有所思。,"Touches an old scar, lost in thought.",confused,scarred,,,,,,,,,
owes_debt_unpaid_01,,想起那笔没还的债，心里有点不踏实。,Thinks of that unpaid debt. Feels a little uneasy.,confused,owes_debt_unpaid,,,,,,,,,
blessed_dream_01,,总觉得今天运气特别好，说不出原因。,"Feels unusually lucky today, for no clear reason.",happy,blessed_dream,,,,,,,,,
cursed_dream_01,,心里莫名有点发慌，决定多加小心。,Feels strangely on edge. Decides to be extra careful.,confused,cursed_dream,,,,,,,,,
dlg_luck_blessed_01,,今天的气运真的不错。,Today's luck feels genuinely good.,happy,,blessed,,,,,,,,
dlg_luck_blessed_02,,总觉得今天做什么都顺。,Everything just seems to go right today.,happy,,blessed,,,,,,,,
dlg_luck_terrible_01,,今天还是少做点什么比较好……,Maybe best to lie low today...,confused,,terrible,,,,,,,,
dlg_luck_terrible_02,,心里莫名有点发慌。,Feeling oddly uneasy for no reason.,confused,,terrible,,,,,,,,
dlg_personality_reckless_01,,管它的，先冲了再说。,"Whatever — charge first, think later.",workout,,,reckless,,,,,,,
dlg_personality_cautious_01,,小心一点，总不会有错。,Better safe than sorry.,normal,,,cautious,,,,,,,
dlg_personality_greedy_01,,灵石还是越多越好。,Can never have too many spirit stones.,happy,,,greedy,,,,,,,
dlg_personality_lazy_01,,今天的修炼……明天再补吧。,Today's training... I'll make it up tomorrow.,sleepy,,,lazy,,,,,,,
dlg_personality_diligent_01,,多练一会儿总是好的。,A little extra practice never hurts.,workout,,,diligent,,,,,,,
dlg_personality_eccentric_01,,突然想用左手修炼试试。,Suddenly felt like cultivating with the left hand instead.,confused,,,eccentric,,,,,,,
dlg_health_critical_01,,身体好像快撑不住了……,The body feels like it's about to give out...,confused,,,,critical,,,,,,
dlg_health_critical_02,,寿元已经不多了，得抓紧了。,Not much lifespan left. Time is short.,confused,,,,critical,,,,,,
dlg_health_low_01,,身体感觉有点透支。,The body feels a little worn down.,sleepy,,,,low,,,,,,
dlg_goal_near_breakthrough_01,,感觉就差最后一步了。,Feels like just one step away now.,meditate,,,,,near_breakthrough,,,,,
dlg_goal_near_breakthrough_02,,修为快要溢出来了。,Cultivation is almost overflowing.,meditate,,,,,near_breakthrough,,,,,
dlg_goal_banking_insight_01,,失败了这么多次，总该悟到点什么了。,Failed so many times — must have learned something by now.,confused,,,,,banking_insight,,,,,
dlg_goal_awaiting_root_01,,灵根到底什么时候才会觉醒……,When is this spiritual root finally going to awaken...,confused,,,,,awaiting_root,,,,,
dlg_event_furnace_today_01,,刚才那一炉真是吓人。,That furnace just now was terrifying.,confused,,,,,,furnace_explosion,,,,
